"Date","Latitude","Longitude","Matrix","Subregion","oxygen","ph","temperature","nitrogen","phosphorus","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium"
2012-05-01,38.049999,-121.87833404541,"water","Confluence",8.81,7.83,18.59,0.468,0.086,NA,NA,0.299,0.0088,0.11,NA
2012-05-01,38.060001,-121.980003356934,"water","SE Suisun",9.11,7.93,18.77,0,0.092,NA,NA,0.362,0.0112,0.48,NA
2012-05-01,38.062408,-121.820503234863,"water","Confluence",9.2,7.8,18.4,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-01,38.06242,-121.820510864258,"water","Confluence",8.90404729422465,7.8,18.39,0,0.051,NA,NA,0.278,0.00728,0.09,NA
2012-05-01,38.064999,-122.035003662109,"water","SE Suisun",9.1,7.85,18.61,0,0.081,NA,NA,0.392,0.011,2.61,NA
2012-05-01,38.11694,-122.03971862793,"water","NW Suisun",9.3,8,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-01,38.117081,-122.03971862793,"water","NW Suisun",9.27,7.99,18.57,0,0.096,NA,NA,0.51,0.0105,1.86,NA
2012-05-01,38.459202,-121.50309753418,"water","Sacramento River",NA,7.6,16.1,0.18,0.038,12,112,0.073,0.0012,NA,NA
2012-05-07,37.675556,-121.264167785645,"water","South Delta",10.09,7.84,17.78,NA,NA,18.2,NA,NA,NA,NA,NA
2012-05-08,38.02161,-121.806297302246,"water","Confluence",8.86,7.73,18.03,0.33,0.075,NA,NA,0.277,0.00686,0.09,NA
2012-05-08,38.048328,-122.096664428711,"water","SW Suisun",9.03,7.85,18.6,0.485,0.071,NA,NA,0.351,0.0108,1.83,NA
2012-05-08,38.049999,-121.87833404541,"water","Confluence",8.8,7.72,18.23,0.25,0.0925,NA,NA,0.288,0.00686,0.16,NA
2012-05-08,38.060001,-121.980003356934,"water","SE Suisun",8.59481582537517,7.78,18.52,0.32,0.0613,NA,NA,0.312,0.01,0.44,NA
2012-05-08,38.062408,-121.820503234863,"water","Confluence",8.9,7.7,17.8,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-08,38.06242,-121.820510864258,"water","Confluence",8.94,7.68,17.79,0.422,0.058,NA,NA,0.26,0.00728,0.09,NA
2012-05-08,38.064999,-122.035003662109,"water","SE Suisun",9.11,7.8,18.61,0.39,0.0651,NA,NA,0.339,0.0091,1.04,NA
2012-05-08,38.11694,-122.03971862793,"water","NW Suisun",10,8.2,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-08,38.117081,-122.03971862793,"water","NW Suisun",9.87721691678036,8.16,19.2,0.34,0.164,NA,NA,0.278,0.0116,0.9,NA
2012-05-08,38.236111,-121.418891906738,"water","East Delta",7.34,7.69,19.31,NA,NA,5.44,NA,NA,NA,NA,NA
2012-05-08,38.366909,-121.520370483398,"water","Sacramento River",9.15,7.92,16.13,NA,NA,5.65,NA,NA,NA,NA,NA
2012-05-09,37.675556,-121.264167785645,"water","South Delta",9.15,7.81,29.5,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-15,38.02161,-121.806297302246,"water","Confluence",8.69,7.8,19.06,0.441,0.0646,NA,NA,0.186,0.0057,0.1,NA
2012-05-15,38.048328,-122.096664428711,"water","SW Suisun",8.85857207821737,7.82,18.96,0.487,0.0763,NA,NA,0.37,0.00924,6.2,NA
2012-05-15,38.049999,-121.87833404541,"water","Confluence",8.83,7.79,18.61,0.37,0.086,NA,NA,0.347,0.00588,0.17,NA
2012-05-15,38.060001,-121.980003356934,"water","SE Suisun",9.04956798544793,7.92,19.08,0.37,0.104,NA,NA,0.36,0.0078,0.78,NA
2012-05-15,38.062408,-121.820503234863,"water","Confluence",8.8,7.8,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-15,38.06242,-121.820510864258,"water","Confluence",8.59481582537517,7.78,18.62,0.27,0.0549,NA,NA,0.231,0.0068,0.1,NA
2012-05-15,38.064999,-122.035003662109,"water","SE Suisun",8.92,7.81,18.93,0.437,0.08,NA,NA,0.313,0.00728,2.96,NA
2012-05-15,38.11694,-122.03971862793,"water","NW Suisun",9,7.9,19,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-15,38.117081,-122.03971862793,"water","NW Suisun",8.96,7.87,19,0,0.109,NA,NA,0.292,0.00546,2.63,NA
2012-05-15,38.306801,-121.693397521973,"water","Yolo Bypass",6.2,8.01,20.3,0.34,0.26,22,NA,NA,NA,NA,NA
2012-05-16,37.676109,-121.266387939453,"water","South Delta",9.2,7.7,17.9,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,37.770458,-121.292266845703,"water","South Delta",1.35,7.13,22.4,0.65,0.67,9.4,NA,NA,NA,NA,NA
2012-05-16,37.8208,-121.5,"water","South Delta",7.4,8.53,26,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,37.820839,-121.500091552734,"water","South Delta",3.35,7.64,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,37.8418,-121.53,"water","South Delta",7.7,7.82,25,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,37.84182,-121.529991149902,"water","South Delta",4.2,7.4,18.9,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,37.881882,-121.652206420898,"water","South Delta",7.63,8.89,19,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,37.8819,-121.652,"water","South Delta",7.9,8.57,25,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,37.967369,-121.464340209961,"water","South Delta",5.71,6.98,21.7,1.575,0.48,65,NA,NA,NA,NA,NA
2012-05-16,37.9674,-121.464,"water","South Delta",7.8,8.51,25,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,38.115582,-121.493797302246,"water","East Delta",3.61,7.81,18.4,0.875,0.33,22,NA,NA,NA,NA,NA
2012-05-16,38.1485,-121.297,"water","East Delta",8.16,7.75,23.5,NA,NA,3,NA,NA,NA,NA,NA
2012-05-16,38.148521,-121.296920776367,"water","East Delta",9.76,7.82,24.89,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,38.1528,-121.287,"water","East Delta",8.87,7.93,23.5,NA,NA,22,NA,NA,NA,NA,NA
2012-05-16,38.15284,-121.286743164062,"water","East Delta",2.83,6.84,24.44,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,38.155289,-121.283638000488,"water","East Delta",8.32,8.84,30.05,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,38.1553,-121.284,"water","East Delta",10.33,7.79,23.5,NA,NA,26,NA,NA,NA,NA,NA
2012-05-16,38.1602,-121.206,"water","East Delta",7.8,8.62,25,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-16,38.160221,-121.206428527832,"water","East Delta",8.32,7.75,18.5,0.1085,0.011,2.9,NA,NA,NA,NA,NA
2012-05-17,38.1485,-121.297,"water","East Delta",8.71,7.58,25,NA,NA,2,NA,NA,NA,NA,NA
2012-05-17,38.148521,-121.296920776367,"water","East Delta",10.12,7.37,21.73,NA,NA,3.25,NA,NA,NA,NA,NA
2012-05-17,38.1528,-121.287,"water","East Delta",8.13,7.95,25,NA,NA,56,NA,NA,NA,NA,NA
2012-05-17,38.15284,-121.286743164062,"water","East Delta",4.1,7.2,19.04,NA,NA,16.5,NA,NA,NA,NA,NA
2012-05-17,38.155289,-121.283638000488,"water","East Delta",15.53,8.77,24.65,NA,NA,80.7,NA,NA,NA,NA,NA
2012-05-17,38.1553,-121.284,"water","East Delta",7.75,7.81,23.5,NA,NA,47,NA,NA,NA,NA,NA
2012-05-17,38.239899,-121.564903259277,"water","Sacramento River",7.1,7.5,21.3,0.11,0.4,15,NA,NA,NA,NA,NA
2012-05-17,38.456112,-121.501388549805,"water","Sacramento River",9,7.8,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-22,38.02161,-121.806297302246,"water","Confluence",8.7,7.8,19.07,0.27,0.0894,NA,NA,0.303,0.00644,0.23,NA
2012-05-22,38.048328,-122.096664428711,"water","SW Suisun",8.76762164620282,7.81,18.85,0,0.0835,NA,NA,0.386,0.00924,4.46,NA
2012-05-22,38.049999,-121.87833404541,"water","Confluence",8.70395634379263,7.79,18.73,0.39,0.06119,NA,NA,0.38,0.0056,0.83,NA
2012-05-22,38.060001,-121.980003356934,"water","SE Suisun",8.75852660300136,7.81,18.9,0.44,0.0686,NA,NA,0.332,0.00602,1.46,NA
2012-05-22,38.062408,-121.820503234863,"water","Confluence",9,7.9,18.8,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-22,38.06242,-121.820510864258,"water","Confluence",8.97,7.85,18.75,0.31,0.0949,NA,NA,0.295,0.0078,0.22,NA
2012-05-22,38.064999,-122.035003662109,"water","SE Suisun",8.8,7.79,18.92,0.323,0.0765,NA,NA,0.37,0.00938,2.66,NA
2012-05-22,38.11694,-122.03971862793,"water","NW Suisun",9,7.9,19,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-22,38.117081,-122.03971862793,"water","NW Suisun",8.95,7.89,19.03,0,0.0887,NA,NA,0.381,0.0064,3.62,NA
2012-05-24,38.05986,-121.499336242676,"water","South Delta",10.7,7.75,22.95,NA,NA,10,NA,NA,NA,NA,NA
2012-05-24,38.0599,-121.499,"water","South Delta",9.39,8.48,24.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-24,38.06506,-121.48705291748,"water","South Delta",8.45,7.58,27.23,NA,NA,13,NA,NA,NA,NA,NA
2012-05-24,38.0651,-121.487,"water","South Delta",8.28,8.61,24.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-25,38.05986,-121.499336242676,"water","South Delta",10.12,7.94,18.31,NA,NA,15,NA,NA,NA,NA,NA
2012-05-25,38.0599,-121.499,"water","South Delta",7.31,8.47,25.1,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-25,38.06506,-121.48705291748,"water","South Delta",7.05,7.68,14.65,NA,NA,12,NA,NA,NA,NA,NA
2012-05-25,38.0651,-121.487,"water","South Delta",8.24,7.22,24.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-26,38.05986,-121.499336242676,"water","South Delta",4.94,7.85,16.7,NA,NA,14,NA,NA,NA,NA,NA
2012-05-26,38.0599,-121.499,"water","South Delta",7.63,8.67,24.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-26,38.06506,-121.48705291748,"water","South Delta",2.95,7.8,15.1,NA,NA,19.4,NA,NA,NA,NA,NA
2012-05-26,38.0651,-121.487,"water","South Delta",6.32,6.87,24.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-29,38.02161,-121.806297302246,"water","Confluence",8.62210095497954,7.84,18.78,0.487,0.084,NA,NA,0.336,0.0084,0.22,NA
2012-05-29,38.048328,-122.096664428711,"water","SW Suisun",9.01,7.89,18.94,0,0.095,NA,NA,0.392,0.011,5.92,NA
2012-05-29,38.049999,-121.87833404541,"water","Confluence",9.06,7.87,18.8,0.472,0.0654,NA,NA,0.364,0.00868,0.86,NA
2012-05-29,38.060001,-121.980003356934,"water","SE Suisun",9.07,7.87,18.56,0.4,0.08,NA,NA,0.387,0.0105,3.07,NA
2012-05-29,38.062408,-121.820503234863,"water","Confluence",8.9,7.9,18.5,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-29,38.06242,-121.820510864258,"water","Confluence",8.68576625738972,7.86,18.5,0.33,0.0646,NA,NA,0.4,0.00938,0.37,NA
2012-05-29,38.064999,-122.035003662109,"water","SE Suisun",9.01318781264211,7.87,18.52,0,0.0918,NA,NA,0.392,0.0122,4.22,NA
2012-05-29,38.11694,-122.03971862793,"water","NW Suisun",9.2,7.9,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-29,38.117081,-122.03971862793,"water","NW Suisun",9.15,7.9,19.2,0.196,0.0758,NA,NA,0.389,0.0098,4.22,NA
2012-05-30,37.676109,-121.266387939453,"water","South Delta",9.9,8.1,19.5,NA,NA,NA,NA,NA,NA,NA,NA
2012-05-30,38.456112,-121.501388549805,"water","Sacramento River",9.1,7.7,19.6,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-06,37.676109,-121.266387939453,"water","South Delta",10.4,8.3,19.1,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-11,37.913898,-121.601287841797,"water","South Delta",NA,NA,NA,0.63,0.0777,NA,NA,0.521,0.0084,NA,35.8
2012-06-12,37.675556,-121.264167785645,"water","South Delta",8.16,7.88,24,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-12,38.456112,-121.501388549805,"water","Sacramento River",9.3,7.6,19.9,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-19,37.770458,-121.292266845703,"water","South Delta",3.4,7.42,23.2,1.03,0.44,5.7,NA,NA,NA,NA,NA
2012-06-19,37.967369,-121.464340209961,"water","South Delta",5.31,7.11,19.8,2.1,0.22,32,NA,NA,NA,NA,NA
2012-06-19,38.115582,-121.493797302246,"water","East Delta",4.08,7.66,20.1,0.86,0.2,14,NA,NA,NA,NA,NA
2012-06-19,38.1602,-121.206,"water","East Delta",8.5,7.97,24,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-19,38.160221,-121.206428527832,"water","East Delta",8.96,8.11,15.4,0.017,0.013,1,NA,NA,NA,NA,NA
2012-06-19,38.239899,-121.564903259277,"water","Sacramento River",7.15,7.2,20.1,0.76,0.5,33,NA,NA,NA,NA,NA
2012-06-19,38.306801,-121.693397521973,"water","Yolo Bypass",7.6,7.83,21.8,0.26,0.27,45,NA,NA,NA,NA,NA
2012-06-19,38.415699,-121.675201416016,"water","Yolo Bypass",3.38,7.47,19.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-20,38.456112,-121.501388549805,"water","Sacramento River",8.7,7.6,21.4,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-21,37.676109,-121.266387939453,"water","South Delta",11,8.8,22.1,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-26,38.146,-121.295822143555,"water","East Delta",NA,8.4,22.7,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-26,38.14909,-121.2607421875,"water","East Delta",8.43,8.68,18.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-06-26,38.205078,-121.093200683594,"water","East Delta",9.34,8.07,13.4,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-02,37.676109,-121.266387939453,"water","South Delta",NA,NA,23.5,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-09,38.456112,-121.501388549805,"water","Sacramento River",8.8,7.6,22,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-10,37.675556,-121.264167785645,"water","South Delta",12.11,8.82,23.9,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-11,38.507992,-121.536018371582,"water","Sacramento River",NA,NA,NA,0.27905,0.688,NA,NA,0.0071,0.0024,NA,108
2012-07-17,37.770458,-121.292266845703,"water","South Delta",6.16,7.44,22.1,0.81,0.32,14,NA,NA,NA,NA,NA
2012-07-17,37.8208,-121.5,"water","South Delta",6.6,8,24,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-17,37.820839,-121.500091552734,"water","South Delta",7.44,7.39,25.7,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-17,37.881882,-121.652206420898,"water","South Delta",7.57,8.51,19.6,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-17,37.967369,-121.464340209961,"water","South Delta",5.6,7.29,24.9,0.98,0.17,27,NA,NA,NA,NA,NA
2012-07-17,37.9674,-121.464,"water","South Delta",8,7.92,25,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-17,38.115582,-121.493797302246,"water","East Delta",3.77,7.46,19,1.2,0.21,18,NA,NA,NA,NA,NA
2012-07-17,38.1602,-121.206,"water","East Delta",7.9,7.85,24,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-17,38.160221,-121.206428527832,"water","East Delta",8.4,8.1,19.4,0,0.039,1.5,NA,NA,NA,NA,NA
2012-07-17,38.239899,-121.564903259277,"water","Sacramento River",3.87,6.98,19.5,0.41,0.31,32,NA,NA,NA,NA,NA
2012-07-17,38.306801,-121.693397521973,"water","Yolo Bypass",4.51,7.61,20,0.11,0.32,75,NA,NA,NA,NA,NA
2012-07-24,38.456112,-121.501388549805,"water","Sacramento River",8.8,7.5,20.9,NA,NA,NA,NA,NA,NA,NA,NA
2012-07-25,37.676109,-121.266387939453,"water","South Delta",11.2,8.7,24.6,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-06,37.675556,-121.264167785645,"water","South Delta",13.87,8.9,24.87,NA,NA,9.6,NA,NA,NA,NA,NA
2012-08-07,38.236111,-121.418891906738,"water","East Delta",7.81,7.23,22.68,NA,NA,4.16,NA,NA,NA,NA,NA
2012-08-07,38.366909,-121.520370483398,"water","Sacramento River",8.55,7.51,19.93,NA,NA,8.57,NA,NA,NA,NA,NA
2012-08-07,38.456112,-121.501388549805,"water","Sacramento River",NA,7.7,20.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-08,37.676109,-121.266387939453,"water","South Delta",9.9,8.6,24.6,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-14,37.675556,-121.264167785645,"water","South Delta",10.45,8.52,27.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-21,37.770458,-121.292266845703,"water","South Delta",1.98,7.2,22,0.138,0.081,2.3,NA,NA,NA,NA,NA
2012-08-21,37.8208,-121.5,"water","South Delta",8.3,7.54,24,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-21,37.820839,-121.500091552734,"water","South Delta",6.31,7.45,26.1,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-21,37.881882,-121.652206420898,"water","South Delta",6.99,8.44,20.9,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-21,37.8819,-121.652,"water","South Delta",7.9,8.31,26,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-21,37.967369,-121.464340209961,"water","South Delta",3.29,7.02,21.8,0.805,0.2,26,NA,NA,NA,NA,NA
2012-08-21,38.115582,-121.493797302246,"water","East Delta",5.26,7.79,21.7,2.35,0.89,380,NA,NA,NA,NA,NA
2012-08-21,38.1602,-121.206,"water","East Delta",8,8.19,25,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-21,38.160221,-121.206428527832,"water","East Delta",8.82,8.19,19.7,0.044,0.014,3.3,NA,NA,NA,NA,NA
2012-08-21,38.306801,-121.693397521973,"water","Yolo Bypass",7.8,7.22,21.3,0.038,0.21,38,NA,NA,NA,NA,NA
2012-08-21,38.415699,-121.675201416016,"water","Yolo Bypass",6.31,7.48,20.8,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-22,38.456112,-121.501388549805,"water","Sacramento River",8.7,7.8,21.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-23,37.676109,-121.266387939453,"water","South Delta",9.2,8.5,25,NA,NA,NA,NA,NA,NA,NA,NA
2012-08-23,38.239899,-121.564903259277,"water","Sacramento River",4.29,7,23.6,0.36,0.13,9.7,NA,NA,NA,NA,NA
2012-09-05,38.456112,-121.501388549805,"water","Sacramento River",8.9,7.8,20,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-06,37.676109,-121.266387939453,"water","South Delta",8.9,8.1,23,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-18,37.770458,-121.292266845703,"water","South Delta",2.61,7.02,27.1,0.98,0.099,9.8,NA,NA,NA,NA,NA
2012-09-18,37.820839,-121.500091552734,"water","South Delta",4.66,7.67,23.6,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-18,37.84182,-121.529991149902,"water","South Delta",3.2,7.61,23.1,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-18,37.881882,-121.652206420898,"water","South Delta",9.05,8.86,21.7,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-18,37.967369,-121.464340209961,"water","South Delta",6.69,7.39,20.5,0.9,0.17,55,NA,NA,NA,NA,NA
2012-09-18,38.115582,-121.493797302246,"water","East Delta",6.06,8.1,16.9,0.355,0.13,9.4,NA,NA,NA,NA,NA
2012-09-18,38.1602,-121.206,"water","East Delta",8.4,7.9,26,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-18,38.160221,-121.206428527832,"water","East Delta",8.49,8.4,15.7,0,0.011,1.5,NA,NA,NA,NA,NA
2012-09-18,38.239899,-121.564903259277,"water","Sacramento River",6.02,7.26,18.5,0.21,0.19,30,NA,NA,NA,NA,NA
2012-09-18,38.306801,-121.693397521973,"water","Yolo Bypass",7.18,7.9,18.9,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-18,38.456112,-121.501388549805,"water","Sacramento River",8.9,7.8,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-09-20,37.676109,-121.266387939453,"water","South Delta",NA,7.9,20,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-16,37.770458,-121.292266845703,"water","South Delta",3.98,7.49,27.9,0.895,0.053,8.7,NA,NA,NA,NA,NA
2012-10-16,37.967369,-121.464340209961,"water","South Delta",4.48,7.42,20.9,0.485,0.2,15,NA,NA,NA,NA,NA
2012-10-16,38.115582,-121.493797302246,"water","East Delta",5.32,7.84,19.3,0.445,0.22,14,NA,NA,NA,NA,NA
2012-10-16,38.160221,-121.206428527832,"water","East Delta",8.71,8.5,15.2,0,0.018,1.8,NA,NA,NA,NA,NA
2012-10-16,38.239899,-121.564903259277,"water","Sacramento River",4.24,6.93,22.1,0.11,0.28,27,NA,NA,NA,NA,NA
2012-10-16,38.306801,-121.693397521973,"water","Yolo Bypass",8.45,7.66,18.4,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-17,37.676109,-121.266387939453,"water","South Delta",9.5,7.8,17.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-18,38.456112,-121.501388549805,"water","Sacramento River",9.2,7.7,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-22,38.459202,-121.50309753418,"water","Sacramento River",9.1,7.9,16.6,0.059,0.06,2,NA,0.1,0.0012,NA,NA
2012-10-29,38.456112,-121.501388549805,"water","Sacramento River",10,7.6,15.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-10-30,37.676109,-121.266387939453,"water","South Delta",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-05,37.675556,-121.264167785645,"water","South Delta",10.71,7.94,17.15,NA,NA,13.8,NA,NA,NA,NA,NA
2012-11-06,37.770458,-121.292266845703,"water","South Delta",7.55,7.35,21,2.92,0.042,0.7,NA,NA,NA,NA,NA
2012-11-06,37.967369,-121.464340209961,"water","South Delta",5.64,7.34,17.4,0.4,0.22,35,NA,NA,NA,NA,NA
2012-11-06,38.115582,-121.493797302246,"water","East Delta",5.73,7.9,17.4,0.765,0.15,3.7,NA,NA,NA,NA,NA
2012-11-06,38.160221,-121.206428527832,"water","East Delta",8.55,7.83,15.9,0.12,0.009,1.3,NA,NA,NA,NA,NA
2012-11-06,38.236111,-121.418891906738,"water","East Delta",10.29,7.88,14.86,NA,NA,2.23,NA,NA,NA,NA,NA
2012-11-06,38.366909,-121.520370483398,"water","Sacramento River",9.3,7.42,15.8,NA,NA,3.44,NA,NA,NA,NA,NA
2012-11-13,38.239899,-121.564903259277,"water","Sacramento River",9.24,7.57,10.3,0.16,0.23,11,NA,NA,NA,NA,NA
2012-11-13,38.306801,-121.693397521973,"water","Yolo Bypass",9.53,8.08,13.4,0.22,0.14,17,NA,NA,NA,NA,NA
2012-11-14,37.676109,-121.266387939453,"water","South Delta",10.3,7.9,12,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-14,38.456112,-121.501388549805,"water","Sacramento River",NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-26,37.676109,-121.266387939453,"water","South Delta",NA,7.8,12.5,NA,NA,NA,NA,NA,NA,NA,NA
2012-11-27,38.456112,-121.501388549805,"water","Sacramento River",9,7.5,12.4,NA,NA,NA,NA,NA,NA,NA,NA
2012-12-03,37.770458,-121.292266845703,"water","South Delta",5.63,7.35,12.6,6.29,0.19,11,NA,NA,NA,NA,NA
2012-12-03,37.967369,-121.464340209961,"water","South Delta",5.79,6.99,15.6,7.05,0.5,110,NA,NA,NA,NA,NA
2012-12-03,38.115582,-121.493797302246,"water","East Delta",4.17,7.51,16.3,7.8,0.53,70,NA,NA,NA,NA,NA
2012-12-03,38.160221,-121.206428527832,"water","East Delta",8.1,8.14,11.7,0.245,0.045,5.1,NA,NA,NA,NA,NA
2012-12-04,38.456112,-121.501388549805,"water","Sacramento River",8.3,7,12.9,NA,NA,NA,NA,NA,NA,NA,NA
2012-12-11,38.239899,-121.564903259277,"water","Sacramento River",9.81,7.18,11.1,3.9,0.52,45,NA,NA,NA,NA,NA
2012-12-11,38.306801,-121.693397521973,"water","Yolo Bypass",7.47,7.52,11.6,0.34,0.42,35,NA,NA,NA,NA,NA
2012-12-18,37.676109,-121.266387939453,"water","South Delta",9.9,7.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA
2012-12-19,38.456112,-121.501388549805,"water","Sacramento River",10.3,7.7,9.2,NA,NA,NA,NA,NA,NA,NA,NA
2012-12-21,38.459202,-121.50309753418,"water","Sacramento River",11,7.6,8.27,0.37,0.074,32,NA,0.2,0.0033,NA,NA
2013-01-08,38.456112,-121.501388549805,"water","Sacramento River",12.6,7.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-10,37.676109,-121.266387939453,"water","South Delta",12.9,7.7,8.2,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-10,38.459202,-121.50309753418,"water","Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
2013-01-15,37.770458,-121.292266845703,"water","South Delta",9.25,7.63,10,3.235,0.23,3.6,NA,NA,NA,NA,NA
2013-01-15,37.7705,-121.292,"water","South Delta",8.4,7.89,25,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-15,37.8208,-121.5,"water","South Delta",7.9,7.81,24,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-15,37.820839,-121.500091552734,"water","South Delta",9.65,7.45,8.5,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-15,37.8418,-121.53,"water","South Delta",8,8.51,25,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-15,37.84182,-121.529991149902,"water","South Delta",13.51,8.06,9.1,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-15,37.967369,-121.464340209961,"water","South Delta",8.2,7.3,10.5,2.25,0.29,45,NA,NA,NA,NA,NA
2013-01-15,37.9674,-121.464,"water","South Delta",8,8.22,25,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-15,38.0505,-121.418,"water","South Delta",8.2,8.45,24,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-15,38.050549,-121.417526245117,"water","South Delta",6.17,8.19,2.6,2.55,0.14,15,NA,NA,NA,NA,NA
2013-01-15,38.115582,-121.493797302246,"water","East Delta",8.76,7.86,3.6,1.8,0.17,9.5,NA,NA,NA,NA,NA
2013-01-15,38.1156,-121.494,"water","East Delta",8.4,8.53,24,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-15,38.160221,-121.206428527832,"water","East Delta",10.7,8.44,4.9,0.13,0.007,0.95,NA,NA,NA,NA,NA
2013-01-22,38.239899,-121.564903259277,"water","Sacramento River",9.36,7,9.7,1.4,0.92,20,NA,NA,NA,NA,NA
2013-01-22,38.306801,-121.693397521973,"water","Yolo Bypass",9.32,7.49,7.1,0.41,0.2,28,NA,NA,NA,NA,NA
2013-01-22,38.456112,-121.501388549805,"water","Sacramento River",NA,7.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-24,37.676109,-121.266387939453,"water","South Delta",9.9,7.8,9.9,NA,NA,NA,NA,NA,NA,NA,NA
