"Date","Latitude","Longitude","Subregion","cadmium_sediment","copper_sediment","ddd_sediment","dde_sediment","ddt_sediment","mercury_sediment","ph_sediment","selenium_sediment","endosulfan_sediment","nitrogen_sediment","oxygen_sediment","chlorpyrifos_sediment","diazinon_sediment","endosulfan_sulfate_sediment","salinity_sediment","fipronil_desulfinyl_sediment","fipronil_sulfide_sediment","fipronil_sulfone_sediment","bifenthrin_sediment","cyfluthrin_sediment","esfenvalerate_sediment","temperature_sediment","fipronil_sediment","atrazine_sediment","sodium_sediment","malathion_sediment","phosphorus_sediment","dichlorvos_sediment","phorate_sediment","fipronil_desulfinyl_amide_sediment","electricalconductivity_sediment","molinate_sediment","myclobutanil_sediment","propanil_sediment","pyridaben_sediment","thiobencarb_sediment","triadimefon_sediment","diazoxon_sediment","oxyfluorfen_sediment"
2010-02-09,38.1107,-122.049,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,4.28,NA,NA,NA,20.72,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.11074,-122.04873,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0239,0.0117,0.00537,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.110744,-122.048728942871,"Suisun Bay",244.463,50243,0.971,1.04385,0.14995,265,NA,299,NA,0.1,NA,NA,NA,NA,NA,0.0239,0.0117,0.00537,0,0,0,NA,NA,NA,2739.36,NA,687.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.1155,-122.04,"Suisun Bay",NA,NA,NA,NA,NA,NA,8.37,NA,NA,NA,8.02,NA,NA,NA,20.41,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.115517,-122.040473937988,"Suisun Bay",222.989,42031.9,0.993,1.311,0.1784,0.243,NA,264,NA,0.09,NA,NA,NA,NA,NA,0.0401,0.0111,0.0813,0,0,0.483,NA,NA,NA,2459.09,NA,569.253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.11611,-122.03861,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0401,0.0111,0.0813,0,0,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.120251,-122.0164795,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0223,0.0124,0.0104,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.120251,-122.016479492188,"Suisun Bay",243.378,45458.3,0.934,1.16735,0.14945,276,NA,255,NA,0.08,NA,NA,NA,NA,NA,0.0223,0.0124,0.0104,0,0,0,NA,NA,NA,2424.21,NA,579.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.1203,-122.016,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.52,NA,NA,NA,5.4,NA,NA,NA,20.36,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-10,38.0205,-121.806,"Confluence",NA,NA,NA,NA,NA,NA,8.38,NA,NA,NA,8.64,NA,NA,NA,20.26,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-10,38.020542,-121.806266784668,"Confluence",209.545,39565.3,0.00846,0.01484,0.00691,0.18,NA,244,NA,0.011,NA,NA,NA,NA,NA,0.00285,NA,0.00878,0,0,0,NA,NA,NA,560.995,NA,466.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-10,38.05944,-121.80972,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00855,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-10,38.0597,-121.811264038086,"Confluence",136.438,18438.4,0.0842,0.1567,0.030615,61,NA,88,NA,0,NA,NA,NA,NA,NA,0.00464,NA,0.00855,0,0,0,NA,NA,NA,559.301,NA,389.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-10,38.0597,-121.811,"Confluence",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,4.96,NA,NA,NA,20.81,NA,NA,NA,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-16,37.7705,-121.292,"South Delta",NA,NA,NA,NA,NA,NA,8.55,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-16,38.1156,-121.494,"Central Delta",NA,NA,NA,NA,NA,NA,8.31,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-16,38.1526,-121.501,"Central Delta",NA,NA,NA,NA,NA,NA,8.41,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-20,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,12.95,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-04-20,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,10.7,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-18,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,5.55,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-18,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,5.9,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-29,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,45.8,16.4,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-29,38.016499,-121.838813781738,"Confluence",830,47500,0,0.5,0,326,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,45.8,16.4,0.284,NA,NA,NA,NA,0,1.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-29,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,7.72,NA,NA,NA,5.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-08,37.99107,-121.696258544922,"Confluence",200,60000,0,0,0,49,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,45.5,2.8,0.245,NA,NA,NA,NA,0,240,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-08,37.9911,-121.696,"Confluence",NA,NA,NA,NA,NA,NA,7.97,NA,NA,NA,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-08,37.99151,-121.7083,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,45.5,2.8,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-20,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-20,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,38.3831,-121.521,"Sacramento River",NA,NA,NA,NA,NA,NA,7.54,NA,NA,NA,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,38.383118,-121.520576477051,"Sacramento River",530,62600,0,0,0,81,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,1.37,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-08-25,38.38312,-121.52057,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,1.37,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,38.2361,-121.419,"Central Delta",NA,NA,NA,NA,NA,NA,7.54,NA,NA,NA,5.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,38.236111,-121.418891906738,"Central Delta",570,37600,0,0.75,0,91,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,1.4,0,1.26,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-01,38.236111,-121.4188919,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,1.4,0,1.26,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.770458,-121.292266845703,"South Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.7705,-121.292,"South Delta",NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.77341,-121.29245,"South Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.8208,-121.5,"Central Delta",NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.8418,-121.53,"Central Delta",NA,NA,NA,NA,NA,NA,8.46,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.84182,-121.529991149902,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,2,0,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,37.842,-121.538,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,0,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,38.115582,-121.493797302246,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,38.1156,-121.494,"Central Delta",NA,NA,NA,NA,NA,NA,8.29,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,38.1159,-121.4949,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-07,38.1526,-121.501,"Central Delta",NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-21,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-09-21,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.8208,-121.5,"Central Delta",NA,NA,NA,NA,NA,NA,8.11,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.8418,-121.53,"Central Delta",NA,NA,NA,NA,NA,NA,8.22,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.84182,-121.529991149902,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.842,-121.538,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,42.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.881882,-121.652206420898,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,5.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.8819,-121.6522,"Central Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,5.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.8819,-121.652,"Central Delta",NA,NA,NA,NA,NA,NA,7.95,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.947498,-121.74299621582,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,51.3,1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.9475,-121.743,"Confluence",NA,NA,NA,NA,NA,NA,8.22,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,51.3,1.3,0,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-08,37.9556,-121.422,"Central Delta",NA,NA,NA,NA,NA,NA,8.11,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-20,38.2399,-121.565,"Sacramento River",NA,NA,NA,NA,NA,NA,7.53,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-20,38.3068,-121.693,"North Delta",NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-20,38.307,-121.794,"North Delta",NA,NA,NA,NA,NA,NA,7.52,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-20,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0,NA,NA,NA,NA,NA,0.14,0,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-20,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0,NA,NA,NA,NA,NA,0,0,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-21,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-06-21,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-07,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,15.9,6.16,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-07,38.016499,-121.838813781738,"Confluence",510,34000,0,0,0,124,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,15.9,6.16,0,NA,NA,NA,NA,0,712,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-07,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,8.19,NA,NA,NA,7.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.95356,-121.694450378418,"Confluence",130,33300,1.9,12,0,75,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,71.1,1.75,0,NA,NA,NA,NA,0,452.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.95356,-121.69445,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,71.1,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.9536,-121.694,"Confluence",NA,NA,NA,NA,NA,NA,8.14,NA,NA,NA,7.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.9685,-121.683,"Confluence",NA,NA,NA,NA,NA,NA,8.27,NA,NA,NA,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.96851,-121.68278,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,52.5,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.96851,-121.682777404785,"Confluence",190,32700,1,9,0,72,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,52.5,1.37,0,NA,NA,NA,NA,0,761.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.99107,-121.696258544922,"Confluence",130,59700,0,30.2,0,40,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,56.2,1.88,0,NA,NA,NA,NA,0,854.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.9911,-121.696,"Confluence",NA,NA,NA,NA,NA,NA,8.08,NA,NA,NA,9.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-07-21,37.99151,-121.7083,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,56.2,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-09,38.5511,-121.628,"North Delta",NA,NA,NA,NA,NA,NA,8.32,NA,NA,NA,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-09,38.551128,-121.62769317627,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-09,38.55113,-121.62769,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-09,38.5523,-121.629,"North Delta",NA,NA,NA,NA,NA,NA,8.58,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-09,38.55234,-121.62917,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-09,38.552341,-121.629173278809,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-16,38.3068,-121.693,"North Delta",NA,NA,NA,NA,NA,NA,7.56,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-16,38.307,-121.794,"North Delta",NA,NA,NA,NA,NA,NA,7.43,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-16,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-16,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-17,38.2399,-121.565,"Sacramento River",NA,NA,NA,NA,NA,NA,7.41,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-17,38.5511,-121.628,"North Delta",NA,NA,NA,NA,NA,NA,8.26,NA,NA,NA,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-17,38.551128,-121.62769317627,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-17,38.55113,-121.62769,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-17,38.5523,-121.629,"North Delta",NA,NA,NA,NA,NA,NA,8.56,NA,NA,NA,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-17,38.55234,-121.62917,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-17,38.552341,-121.629173278809,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.626,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-19,38.2361,-121.419,"Central Delta",NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011-08-19,38.236111,-121.418891906738,"Central Delta",630,55900,0,0,0,488,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,NA,0.229,0,0,NA,NA,NA,NA,0,361.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
