"Date","Latitude","Longitude","Subregion","cadmium_sediment","copper_sediment","ddd_sediment","dde_sediment","ddt_sediment","mercury_sediment","ph_sediment","selenium_sediment","endosulfan_sediment","nitrogen_sediment","oxygen_sediment","chlorpyrifos_sediment","diazinon_sediment","endosulfan_sulfate_sediment","salinity_sediment","fipronil_desulfinyl_sediment","fipronil_sulfide_sediment","fipronil_sulfone_sediment","bifenthrin_sediment","cyfluthrin_sediment","esfenvalerate_sediment","temperature_sediment","fipronil_sediment","atrazine_sediment","sodium_sediment","malathion_sediment","phosphorus_sediment","dichlorvos_sediment","phorate_sediment","fipronil_desulfinyl_amide_sediment","electricalconductivity_sediment","molinate_sediment","myclobutanil_sediment","propanil_sediment","pyridaben_sediment","thiobencarb_sediment","triadimefon_sediment","diazoxon_sediment","oxyfluorfen_sediment"
2007-08-09,37.9556,-121.422,"Central Delta",NA,NA,NA,NA,NA,NA,8.01,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-09,37.9702,-121.407,"Central Delta",NA,NA,NA,NA,NA,NA,8.17,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-09,38.1156,-121.494,"Central Delta",NA,NA,NA,NA,NA,NA,8.12,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.058899,-121.979591369629,"Suisun Bay",289.615,26730.8,0.441,0.4212,0.04575,0.172,6.8,105,NA,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2767.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.065517,-122.097038269043,"Suisun Bay",269.45,32352.9,0.18685,0.2384,0.01607,76.8,7.1,197,NA,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6043.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.076679,-121.960693359375,"Suisun Bay",440.385,79134.6,0.9045,1.15825,0.08935,0.693,6.9,257,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6859.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.083275,-122.02628326416,"Suisun Bay",349.234,69521.1,1.166,1.569,0.0779,270,7.1,252,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6938.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.099449,-122.046577453613,"Suisun Bay",86.7153,13020.1,0.10465,0.116345,0.01172,0.07,7,112,NA,0.0975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5255.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.101837,-122.048728942871,"Suisun Bay",163.278,29963,0.239,0.3001,0.0351,0.196,7,133,NA,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.108795,-122.064987182617,"Suisun Bay",417.671,68353.4,2.0565,1.5685,0.11715,0.383,7.5,328,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7666.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.115517,-122.040473937988,"Suisun Bay",219.342,52978.7,1.048,1.3565,0.12,0.238,7,192,NA,0.0918,NA,NA,NA,NA,NA,NA,0.0083,0,NA,NA,NA,NA,0.0192,NA,6427.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-28,38.11611,-122.03861,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.0192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-29,38.020542,-121.806266784668,"Confluence",436.637,47203.5,0.017115,0.024075,0.00135,352,6.9,215,NA,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-29,38.048534,-121.968399047852,"Suisun Bay",367.864,83592.8,0.7905,0.94455,0.123,273,6.8,210,NA,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10359.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-29,38.0597,-121.811264038086,"Confluence",267.793,23976.1,0.5585,0.613,0.03895,146,7.1,63,NA,0.0872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1573.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-31,37.8819,-121.652,"Central Delta",NA,NA,NA,NA,NA,NA,8.28,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007-08-31,37.9475,-121.743,"Confluence",NA,NA,NA,NA,NA,NA,8.05,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-17,38.01589,-121.83952,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,3.31,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-17,38.016499,-121.838813781738,"Confluence",390,32200,0.2375,0.365,0,77,NA,1220,0,NA,NA,0,0,NA,NA,NA,NA,NA,3.31,0,0,NA,NA,NA,NA,0,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-06-17,38.0165,-121.839,"Confluence",NA,NA,NA,NA,NA,NA,8.13,NA,NA,NA,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-16,38.3831,-121.521,"Sacramento River",NA,NA,NA,NA,NA,NA,8.02,NA,NA,NA,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-16,38.383118,-121.520576477051,"Sacramento River",670,44300,0.3805,1.505,0.1355,88,NA,780,0,NA,NA,0,0,NA,NA,NA,NA,NA,0.71,0,0,NA,NA,NA,NA,0,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-16,38.38312,-121.52057,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.0205,-121.806,"Confluence",NA,NA,NA,NA,NA,NA,6.63,NA,NA,NA,8.38,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.020542,-121.806266784668,"Confluence",220.771,39788.7,0.00958,0.007242,0.00149,399,6.4,298,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.05944,-121.80972,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.0597,-121.811264038086,"Confluence",259.528,35482.2,2.233,1.552,0.2595,283,6.6,241,NA,0.105,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.0597,-121.811,"Confluence",NA,NA,NA,NA,NA,NA,6.92,NA,NA,NA,8.17,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.0671,-122.023,"Suisun Bay",NA,NA,NA,NA,NA,NA,6.95,NA,NA,NA,7.98,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.067135,-122.02286529541,"Suisun Bay",231.662,30628.2,3.2925,1.1945,0.04,224,6.4,161,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.06714,-122.02287,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.076332,-122.104248046875,"Suisun Bay",203.309,45222.5,1.0905,1.0307,0.0978,295,6.1,317,NA,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.08036,-122.05834197998,"Suisun Bay",230.253,41654.4,0.9255,0.9625,0.1002,221,4.8,253,NA,0.117,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.08036,-122.05834,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.0804,-122.058,"Suisun Bay",NA,NA,NA,NA,NA,NA,8.07,NA,NA,NA,8.33,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.08059,-122.08048,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.080593,-122.08048248291,"Suisun Bay",96,28130.2,0.03825,0.038985,0.00657,203,6.4,224,NA,0.034,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-30,38.0806,-122.08,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,8.36,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.092171,-122.040954589844,"Suisun Bay",214.937,48598.8,0.9265,1.246,0.10365,263,6.5,269,NA,0.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.099449,-122.046577453613,"Suisun Bay",138.187,39170.8,0.05475,0.05127,0.00599,50.2,4.6,309,NA,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.10579,-122.00922,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.105793,-122.009216308594,"Suisun Bay",237.504,50706.4,1.1325,1.5715,0.1157,0.092,6.6,325,NA,0.116,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.1058,-122.009,"Suisun Bay",NA,NA,NA,NA,NA,NA,8.06,NA,NA,NA,8.3,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.110744,-122.048728942871,"Suisun Bay",238.233,56003.8,1.014,1.15665,0.1635,282,6.7,326,NA,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.1155,-122.04,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.85,NA,NA,NA,7.94,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.115517,-122.040473937988,"Suisun Bay",187.194,46755.3,1.087,1.283,0.0963,0.183,6.2,389,NA,0.138,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008-07-31,38.11611,-122.03861,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-04-20,38.4157,-121.675,"North Delta",NA,NA,NA,NA,NA,NA,7.61,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-16,38.239899,-121.564903259277,"Sacramento River",NA,NA,0,1.45,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-16,38.2399,-121.5649,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-16,38.24467,-121.56473,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-16,38.244671,-121.564727783203,"Sacramento River",NA,NA,17.35,33.9,9.95,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-16,38.25522,-121.56062,"Sacramento River",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-06-16,38.255241,-121.560623168945,"Sacramento River",NA,NA,5.6,6.95,3.5,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-18,38.415699,-121.675201416016,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1.3,0,11.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-18,38.4157,-121.6752,"North Delta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-08-18,38.4157,-121.675,"North Delta",NA,NA,NA,NA,NA,NA,7.75,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.053158,-122.063858032227,"Suisun Bay",343.585,57716.1,0.3081,0.34215,0.02191,0.354,6.6,276,NA,0.08,NA,NA,NA,NA,NA,0.00181,0.00487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.05316,-122.06386,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.06221,-122.00378,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.062214,-122.003776550293,"Suisun Bay",50.2949,11465.4,0.02715,0.02916,0.00829,24.1,7.4,0,NA,0.011,NA,NA,NA,NA,NA,0.000128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.099449,-122.046577453613,"Suisun Bay",68.6776,17839.8,0.1817,0.18685,0.02304,62.1,7.3,32,NA,0.011,NA,NA,NA,NA,NA,0.00491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.09945,-122.04658,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.10195,-122.01737,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00895,0.00448,NA,0.608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.101952,-122.017364501953,"Suisun Bay",189.049,35277.3,1.12,1.2355,0.10595,298,7.1,138,NA,0.09,NA,NA,NA,NA,NA,0.00895,0.00448,NA,0.608,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.102,-122.017,"Suisun Bay",NA,NA,NA,NA,NA,NA,8.02,NA,NA,NA,9.23,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.1107,-122.049,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.93,NA,NA,NA,9.75,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.11074,-122.04873,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0101,0.00741,NA,0.354,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.110744,-122.048728942871,"Suisun Bay",203.801,52592,0.895,0.98355,0.0968,0.238,7.2,0,NA,0.08,NA,NA,NA,NA,NA,0.0101,0.00741,NA,0.354,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.112709,-122.061584472656,"Suisun Bay",282.856,66072,1.467,1.1195,0.0978,426,6.9,228,NA,0.1,NA,NA,NA,NA,NA,0.00963,0.00201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.11271,-122.06158,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00963,0.00201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.1155,-122.04,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.78,NA,NA,NA,9.38,NA,NA,NA,21.8,NA,NA,NA,NA,NA,NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.115517,-122.040473937988,"Suisun Bay",265.215,56467.8,1.335,1.6405,0.13735,295,7,0,NA,0.09,NA,NA,NA,NA,NA,0.00971,0.00485,NA,0.606,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-22,38.11611,-122.03861,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00485,NA,0.606,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.0205,-121.806,"Confluence",NA,NA,NA,NA,NA,NA,7.73,NA,NA,NA,8.73,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.020542,-121.806266784668,"Confluence",195.832,42184.2,0.015205,0.016155,0.005495,419,6.7,231,NA,0,NA,NA,NA,NA,NA,0.00361,0.00115,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.05944,-121.80972,"Confluence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00131,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.0597,-121.811264038086,"Confluence",104.848,16890,0.09995,0.132745,0.0225,0.034,7.3,50,NA,0.02,NA,NA,NA,NA,NA,0.0033,0.00131,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.0597,-121.811,"Confluence",NA,NA,NA,NA,NA,NA,8.23,NA,NA,NA,7.29,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.0668,-121.973,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.54,NA,NA,NA,8.13,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.066807,-121.973220825195,"Suisun Bay",142.067,23003.2,0.438,0.35795,0.03,0.118,7,76,NA,0.02,NA,NA,NA,NA,NA,0.00301,0.00345,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.06681,-121.97322,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00345,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.0858,-122.05,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.84,NA,NA,NA,8.04,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.085808,-122.050407409668,"Suisun Bay",143.652,19513.2,0.21815,0.1959,0.01578,0.047,7.6,77,NA,0,NA,NA,NA,NA,NA,0.00374,0.00352,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-09-23,38.08581,-122.05041,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00352,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.055779,-122.090202331543,"Suisun Bay",79.3763,18190.8,0.03135,0.0464,0.01101,73.7,NA,76,NA,0,NA,NA,NA,NA,NA,0.00244,0.00165,0.0042,0,0,0,NA,NA,NA,1265.97,NA,398.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.055779,-122.0902023,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00165,0.0042,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.0558,-122.09,"Suisun Bay",NA,NA,NA,NA,NA,NA,7.83,NA,NA,NA,4.46,NA,NA,NA,20.53,NA,NA,NA,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.0818,-122.036,"Suisun Bay",NA,NA,NA,NA,NA,NA,8.41,NA,NA,NA,5.16,NA,NA,NA,20.92,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.081821,-122.036377,"Suisun Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0106,0.00579,0.00645,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-09,38.081821,-122.036376953125,"Suisun Bay",247.396,37860.5,0.582,0.90815,0.12925,0.17,NA,211,NA,0.06,NA,NA,NA,NA,NA,0.0106,0.00579,0.00645,0,0,0,NA,NA,NA,1723.81,NA,512.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
